Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
Olmsted,-92.4018,44.0038,1083,2001-09,3.25,47.8,58,68.2,50.6,0.55,10.94
Olmsted,-92.4018,44.0038,1083,2001-10,1.68,36.3,46.7,57.2,37,0.69,8.89
Olmsted,-92.4018,44.0038,1083,2001-11,2.02,36.1,46.1,56,37.4,0.66,7.64
Olmsted,-92.4018,44.0038,1083,2001-12,1.19,20.6,28,35.4,22.7,0.34,2.42
Olmsted,-92.4018,44.0038,1083,2002-01,0.25,16,24.2,32.3,18.4,0.37,2.65
Olmsted,-92.4018,44.0038,1083,2002-02,1.94,18.9,27,35.2,20.8,0.43,2.78
Olmsted,-92.4018,44.0038,1083,2002-03,1.24,17,25.4,33.7,16.9,0.49,3.31
Olmsted,-92.4018,44.0038,1083,2002-04,3.64,34.1,43.9,53.7,34.3,0.87,8.68
Olmsted,-92.4018,44.0038,1083,2002-05,1.45,41.2,53.2,65.2,40.3,1.24,13.4
Olmsted,-92.4018,44.0038,1083,2002-06,9.96,58.5,68.6,78.6,58.9,1.15,16.59
Olmsted,-92.4018,44.0038,1083,2002-07,5.18,63.5,73.4,83.4,65.2,0.84,17.11
Olmsted,-92.4018,44.0038,1083,2002-08,6.41,58,67.7,77.5,61.7,0.55,12.43
Olmsted,-92.4018,44.0038,1083,2002-09,2.62,51.4,62.4,73.3,54.3,0.68,13.81
Olmsted,-92.4018,44.0038,1083,2002-10,3.34,33.8,43,52.2,36,0.41,6.74
Olmsted,-92.4018,44.0038,1083,2002-11,0.16,22.6,31.5,40.5,24.5,0.28,4.08
Olmsted,-92.4018,44.0038,1083,2002-12,0.58,16,24.5,33,19.1,0.27,2.43
Olmsted,-92.4018,44.0038,1083,2003-01,0.26,5.1,13.8,22.5,7,0.29,2.01
Olmsted,-92.4018,44.0038,1083,2003-02,0.7,4.4,14.9,25.4,9.5,0.22,1.81
Olmsted,-92.4018,44.0038,1083,2003-03,2.09,20.5,30.3,40,23,0.34,4.65
Olmsted,-92.4018,44.0038,1083,2003-04,2.13,34.4,45.2,56.1,33.2,1.09,10.32
Olmsted,-92.4018,44.0038,1083,2003-05,4.9,44.4,55.2,66,43.3,0.88,13.06
Olmsted,-92.4018,44.0038,1083,2003-06,4.28,54.2,64.9,75.6,53.4,1.22,16.83
Olmsted,-92.4018,44.0038,1083,2003-07,4.01,59.4,69.8,80.2,61.1,0.91,17.17
Olmsted,-92.4018,44.0038,1083,2003-08,0.56,58.9,70.7,82.5,61.6,0.91,19.31
Olmsted,-92.4018,44.0038,1083,2003-09,1.79,46.9,59.4,71.9,47.7,1.04,17.12
Olmsted,-92.4018,44.0038,1083,2003-10,0.77,36.3,48.1,59.9,37.3,0.69,11.37
Olmsted,-92.4018,44.0038,1083,2003-11,1.51,24.5,32.1,39.6,26.2,0.36,3.41
Olmsted,-92.4018,44.0038,1083,2003-12,0.95,17.5,24.8,32.1,20.2,0.3,2.14
Olmsted,-92.4018,44.0038,1083,2004-01,0.37,3.6,12.1,20.6,5.4,0.28,1.7
Olmsted,-92.4018,44.0038,1083,2004-02,1.51,11.1,19,27,14.9,0.23,1.62
Olmsted,-92.4018,44.0038,1083,2004-03,2.44,28,35.4,42.7,29.7,0.38,3.49
Olmsted,-92.4018,44.0038,1083,2004-04,2.29,33.7,46.9,60,31.9,0.99,12.84
Olmsted,-92.4018,44.0038,1083,2004-05,6.94,44.3,55.4,66.4,45.7,0.7,11.47
Olmsted,-92.4018,44.0038,1083,2004-06,8.32,53.5,63.8,74.1,53.5,0.92,15.43
Olmsted,-92.4018,44.0038,1083,2004-07,4.46,58.1,68.2,78.3,61.1,0.44,14.41
Olmsted,-92.4018,44.0038,1083,2004-08,3.56,53.1,63.1,73.2,56.8,0.36,11.44
Olmsted,-92.4018,44.0038,1083,2004-09,5.78,52.8,64.1,75.3,55.5,0.81,14.28
Olmsted,-92.4018,44.0038,1083,2004-10,2.18,38.7,48.4,58.1,41.3,0.48,7.56
Olmsted,-92.4018,44.0038,1083,2004-11,1.31,28.2,36.7,45.1,30.2,0.38,4.66
Olmsted,-92.4018,44.0038,1083,2004-12,0.74,13.7,21.8,29.9,17.1,0.24,1.73
Olmsted,-92.4018,44.0038,1083,2005-01,1.13,6.9,14.3,21.7,10.2,0.21,1.21
Olmsted,-92.4018,44.0038,1083,2005-02,1.57,17.6,25.2,32.8,21.6,0.21,1.96
Olmsted,-92.4018,44.0038,1083,2005-03,2.25,19.3,28.7,38.1,21.7,0.4,3.94
Olmsted,-92.4018,44.0038,1083,2005-04,1.85,38.2,49.4,60.7,37.4,1.13,10.66
Olmsted,-92.4018,44.0038,1083,2005-05,3.62,44.1,53.5,62.9,43.4,0.78,10.3
Olmsted,-92.4018,44.0038,1083,2005-06,3.62,61,71.2,81.4,59.6,1.89,19.73
Olmsted,-92.4018,44.0038,1083,2005-07,5.11,61.6,72.2,82.7,62.6,1.4,19.12
Olmsted,-92.4018,44.0038,1083,2005-08,3.55,57,67.9,78.7,59.9,1.09,15
Olmsted,-92.4018,44.0038,1083,2005-09,6.5,52.4,64,75.5,54.8,0.82,15.66
Olmsted,-92.4018,44.0038,1083,2005-10,1.26,39.6,50.8,62,41.6,0.81,10.46
Olmsted,-92.4018,44.0038,1083,2005-11,1.67,26.6,35.7,44.8,29.5,0.44,4.64
Olmsted,-92.4018,44.0038,1083,2005-12,0.83,9.9,16.4,23,13.9,0.15,1.03
Olmsted,-92.4018,44.0038,1083,2006-01,0.34,20.9,27.3,33.7,23.9,0.25,1.89
Olmsted,-92.4018,44.0038,1083,2006-02,0.46,9.5,18.9,28.4,11.8,0.37,2.47
Olmsted,-92.4018,44.0038,1083,2006-03,2.58,23.4,31.3,39.3,25.1,0.44,3.39
Olmsted,-92.4018,44.0038,1083,2006-04,6.01,39.2,50.2,61.2,36.5,1.17,12.07
Olmsted,-92.4018,44.0038,1083,2006-05,2.4,47.8,57.9,67.9,47.6,1.02,13.47
Olmsted,-92.4018,44.0038,1083,2006-06,3.45,55.9,66.9,77.9,54.8,1.38,19.2
Olmsted,-92.4018,44.0038,1083,2006-07,2.91,62.4,73.6,84.9,63.9,1.33,20.51
Olmsted,-92.4018,44.0038,1083,2006-08,6.43,60.2,69.6,79,62.6,0.9,14.29
Olmsted,-92.4018,44.0038,1083,2006-09,3.56,47.6,57.2,66.8,49.8,0.55,11.03
Olmsted,-92.4018,44.0038,1083,2006-10,0.68,34.3,44.6,54.9,34.9,0.85,8.63
Olmsted,-92.4018,44.0038,1083,2006-11,2.53,27.5,36.1,44.8,29.2,0.47,4.5
Olmsted,-92.4018,44.0038,1083,2006-12,1.57,20.9,27.9,34.9,22.3,0.35,2.44
Olmsted,-92.4018,44.0038,1083,2007-01,1.26,10.6,18.5,26.4,13.8,0.28,1.66
Olmsted,-92.4018,44.0038,1083,2007-02,1.89,2.5,10.1,17.6,4.3,0.27,1.34
Olmsted,-92.4018,44.0038,1083,2007-03,2.54,25.7,34.6,43.4,28.8,0.37,4.51
Olmsted,-92.4018,44.0038,1083,2007-04,2.25,33.8,43.9,54,30.6,1.22,10.35
Olmsted,-92.4018,44.0038,1083,2007-05,3.98,49.5,61.5,73.5,47.4,1.75,17.7
Olmsted,-92.4018,44.0038,1083,2007-06,2.76,57.3,68.2,79.2,56.5,1.38,19.26
Olmsted,-92.4018,44.0038,1083,2007-07,1.34,59.6,70.9,82.1,60,1.42,20.12
Olmsted,-92.4018,44.0038,1083,2007-08,15.45,60.2,69.3,78.4,62,1.02,14.23
Olmsted,-92.4018,44.0038,1083,2007-09,5.87,50.1,62.3,74.5,51.9,1.1,16.44
Olmsted,-92.4018,44.0038,1083,2007-10,4.82,44.3,53.2,62,45.1,0.92,8.88
Olmsted,-92.4018,44.0038,1083,2007-11,0.17,24.9,33.5,42.1,23.6,0.81,4.95
Olmsted,-92.4018,44.0038,1083,2007-12,1.49,8.9,16.4,23.8,12.5,0.27,1.26
Olmsted,-92.4018,44.0038,1083,2008-01,0.62,4,12.1,20.2,7.7,0.28,1.22
Olmsted,-92.4018,44.0038,1083,2008-02,0.52,3.5,12.3,21.1,8,0.26,1.29
Olmsted,-92.4018,44.0038,1083,2008-03,0.75,17.9,26.6,35.3,19.5,0.49,3.32
Olmsted,-92.4018,44.0038,1083,2008-04,5.03,33.5,42.5,51.6,33.5,0.71,7.1
Olmsted,-92.4018,44.0038,1083,2008-05,4.2,42.6,54.3,66.1,39.1,1.5,14.34
Olmsted,-92.4018,44.0038,1083,2008-06,6.56,55.1,65.9,76.8,54,1.36,17.9
Olmsted,-92.4018,44.0038,1083,2008-07,2.21,59.8,70.8,81.7,59.7,1.45,19.5
Olmsted,-92.4018,44.0038,1083,2008-08,3.72,55.9,67.5,79.1,58.6,0.99,17.2
Olmsted,-92.4018,44.0038,1083,2008-09,2.09,51.5,62.3,73,53.1,0.89,14.23
Olmsted,-92.4018,44.0038,1083,2008-10,2.6,37.3,48.2,59.1,38.6,0.6,9.43
Olmsted,-92.4018,44.0038,1083,2008-11,2.1,26.8,34.7,42.6,27.8,0.51,4.7
Olmsted,-92.4018,44.0038,1083,2008-12,1.71,2,12.7,23.4,8.9,0.22,1.29
Olmsted,-92.4018,44.0038,1083,2009-01,0.64,-4.3,6,16.3,1.8,0.19,1.08
Olmsted,-92.4018,44.0038,1083,2009-02,0.89,11.3,20.6,29.9,15,0.35,2.29
Olmsted,-92.4018,44.0038,1083,2009-03,0.83,22.1,31.4,40.8,23.5,0.51,4.4
Olmsted,-92.4018,44.0038,1083,2009-04,2.5,33,44.8,56.5,29.2,1.02,11.06
Olmsted,-92.4018,44.0038,1083,2009-05,3.43,45.5,56.6,67.8,42.4,1.46,14.87
Olmsted,-92.4018,44.0038,1083,2009-06,3.28,54.1,64.7,75.3,53.8,0.98,16.81
Olmsted,-92.4018,44.0038,1083,2009-07,3.11,54.8,65,75.2,56.1,0.83,14.73
Olmsted,-92.4018,44.0038,1083,2009-08,3.37,55.5,65.6,75.7,58.8,0.69,13.06
Olmsted,-92.4018,44.0038,1083,2009-09,1.86,50.7,62.3,73.8,54.6,0.44,13.87
Olmsted,-92.4018,44.0038,1083,2009-10,7.93,34.8,42.4,50,37.4,0.3,4.59
Olmsted,-92.4018,44.0038,1083,2009-11,0.53,31.5,41,50.5,33.1,0.56,6.37
Olmsted,-92.4018,44.0038,1083,2009-12,2.48,10,17.2,24.5,13,0.28,1.49
Olmsted,-92.4018,44.0038,1083,2010-01,0.52,2.7,10.2,17.7,6.3,0.19,0.94
Olmsted,-92.4018,44.0038,1083,2010-02,0.84,4,14.2,24.4,9.7,0.26,1.74
Olmsted,-92.4018,44.0038,1083,2010-03,1.11,26.5,36.3,46,27.1,0.57,5.77
Olmsted,-92.4018,44.0038,1083,2010-04,1.96,38.5,51.5,64.5,35.5,1.43,14.25
Olmsted,-92.4018,44.0038,1083,2010-05,4.96,46.1,57.5,69,44.8,1.02,16.41
Olmsted,-92.4018,44.0038,1083,2010-06,7.41,56.6,66.1,75.6,58.6,0.55,13.52
Olmsted,-92.4018,44.0038,1083,2010-07,4.91,62.4,72.1,81.8,64.1,0.96,16.53
Olmsted,-92.4018,44.0038,1083,2010-08,5.48,62.2,72.5,82.7,64.7,0.78,16.83
Olmsted,-92.4018,44.0038,1083,2010-09,10.68,48.1,58.7,69.3,51.1,0.51,11.63
Olmsted,-92.4018,44.0038,1083,2010-10,1.04,38.2,51.4,64.6,38.8,0.66,13.93
Olmsted,-92.4018,44.0038,1083,2010-11,2.82,25.6,34.4,43.1,27.1,0.55,4.91
Olmsted,-92.4018,44.0038,1083,2010-12,3.68,7,14.5,21.9,11.5,0.17,0.95
Kandiyohi,-95.0047,45.1524,1161,2000-01,1.03,2.1,12.3,22.4,8.2,0.17,1.43
Kandiyohi,-95.0047,45.1524,1161,2000-02,1.22,14.6,23.4,32.2,20.3,0.09,1.84
Kandiyohi,-95.0047,45.1524,1161,2000-03,1.05,28.6,39,49.3,29.7,0.53,6.87
Kandiyohi,-95.0047,45.1524,1161,2000-04,0.89,32.8,44.2,55.6,30.5,0.81,10.72
Kandiyohi,-95.0047,45.1524,1161,2000-05,3.34,48.9,60,71,46.5,1.46,16.57
Kandiyohi,-95.0047,45.1524,1161,2000-06,3.84,54.7,65,75.3,53.8,1.44,17.43
Kandiyohi,-95.0047,45.1524,1161,2000-07,4.52,61.4,71.2,80.9,62.9,0.9,16.88
Kandiyohi,-95.0047,45.1524,1161,2000-08,1.25,59.7,70.5,81.4,62.6,0.78,16.93
Kandiyohi,-95.0047,45.1524,1161,2000-09,0.48,46.3,59.6,72.9,45.7,1.15,18.55
Kandiyohi,-95.0047,45.1524,1161,2000-10,1.92,39.9,50.7,61.4,39,0.99,11.21
Kandiyohi,-95.0047,45.1524,1161,2000-11,4.06,23.3,29.6,35.9,26,0.21,2.22
Kandiyohi,-95.0047,45.1524,1161,2000-12,0.66,-4.7,4.3,13.3,1.5,0.11,0.72
Kandiyohi,-95.0047,45.1524,1161,2001-01,1.01,7.4,16.5,25.6,14.4,0.08,1.14
Kandiyohi,-95.0047,45.1524,1161,2001-02,1.52,-4.3,6.5,17.2,4.2,0.1,0.88
Kandiyohi,-95.0047,45.1524,1161,2001-03,0.76,13.5,22.7,32,19.8,0.12,1.87
Kandiyohi,-95.0047,45.1524,1161,2001-04,6.79,34.6,44,53.5,34.5,0.89,8.06
Kandiyohi,-95.0047,45.1524,1161,2001-05,2.05,48.4,58.7,68.9,43.3,2.06,16.33
Kandiyohi,-95.0047,45.1524,1161,2001-06,3.57,56.8,67.2,77.6,54.5,1.81,19.37
Kandiyohi,-95.0047,45.1524,1161,2001-07,1.98,62.1,72.6,83,60.9,1.95,20.47
Kandiyohi,-95.0047,45.1524,1161,2001-08,1.47,60.3,71.8,83.3,62,1.17,20.3
Kandiyohi,-95.0047,45.1524,1161,2001-09,2.77,49.7,59.9,70.1,50.5,0.74,13.59
Kandiyohi,-95.0047,45.1524,1161,2001-10,0.9,35.5,46.8,58,35.2,0.74,10.85
Kandiyohi,-95.0047,45.1524,1161,2001-11,4.72,33.2,43.7,54.1,34.4,0.53,8.07
Kandiyohi,-95.0047,45.1524,1161,2001-12,0.35,16.4,23.5,30.7,20.3,0.13,1.63
Kandiyohi,-95.0047,45.1524,1161,2002-01,0.03,12.6,20.7,28.9,16.4,0.25,2.04
Kandiyohi,-95.0047,45.1524,1161,2002-02,0.84,16.6,27.2,37.8,20.3,0.26,4.27
Kandiyohi,-95.0047,45.1524,1161,2002-03,2.25,10.3,19.2,28.1,15.4,0.17,1.86
Kandiyohi,-95.0047,45.1524,1161,2002-04,3.17,32.5,42.1,51.7,35.3,0.43,7.02
Kandiyohi,-95.0047,45.1524,1161,2002-05,3.34,42,52.8,63.7,38.8,1.36,13.35
Kandiyohi,-95.0047,45.1524,1161,2002-06,6.93,59.9,70,80.1,58.4,1.74,18.72
Kandiyohi,-95.0047,45.1524,1161,2002-07,4.92,65.3,74.8,84.3,65.1,1.9,19.59
Kandiyohi,-95.0047,45.1524,1161,2002-08,7.74,59.4,68.7,77.9,60.5,1.36,14.58
Kandiyohi,-95.0047,45.1524,1161,2002-09,1.83,52,62.8,73.5,52.2,1.61,16.2
Kandiyohi,-95.0047,45.1524,1161,2002-10,3.44,32.3,40.4,48.4,34.2,0.35,5.76
Kandiyohi,-95.0047,45.1524,1161,2002-11,0.06,22.2,30.7,39.3,24.2,0.27,3.62
Kandiyohi,-95.0047,45.1524,1161,2002-12,0.31,14.2,23.2,32.2,17.6,0.16,2.61
Kandiyohi,-95.0047,45.1524,1161,2003-01,0.3,3.3,12.7,22,5.8,0.26,1.92
Kandiyohi,-95.0047,45.1524,1161,2003-02,0.96,1,11.8,22.6,6.9,0.18,1.48
Kandiyohi,-95.0047,45.1524,1161,2003-03,0.4,16.5,27.3,38.2,20.6,0.25,4.07
Kandiyohi,-95.0047,45.1524,1161,2003-04,2.66,34.9,46.5,58.1,31.6,1.52,12.62
Kandiyohi,-95.0047,45.1524,1161,2003-05,4.15,45.5,55.9,66.2,42.5,1.2,13.89
Kandiyohi,-95.0047,45.1524,1161,2003-06,7.99,55.9,65.8,75.7,52.6,1.96,17.43
Kandiyohi,-95.0047,45.1524,1161,2003-07,4.29,60.9,70.9,81,61,1.58,18.15
Kandiyohi,-95.0047,45.1524,1161,2003-08,0.24,60.6,72.1,83.5,60.9,1.59,22.18
Kandiyohi,-95.0047,45.1524,1161,2003-09,2.48,47.5,59.9,72.2,47.1,1.23,18.11
Kandiyohi,-95.0047,45.1524,1161,2003-10,1.08,37.8,49.8,61.7,37.3,1.02,13.2
Kandiyohi,-95.0047,45.1524,1161,2003-11,0.87,20.6,28.3,36,23.9,0.26,2.49
Kandiyohi,-95.0047,45.1524,1161,2003-12,0.32,15.9,22.9,29.9,19.6,0.23,1.59
Kandiyohi,-95.0047,45.1524,1161,2004-01,0.5,0.4,9.6,18.8,3.3,0.21,1.48
Kandiyohi,-95.0047,45.1524,1161,2004-02,0.73,8.6,17,25.4,14.4,0.09,1.38
Kandiyohi,-95.0047,45.1524,1161,2004-03,1.16,25.3,34.4,43.5,30,0.1,3.71
Kandiyohi,-95.0047,45.1524,1161,2004-04,1.31,33.5,47.6,61.7,30.2,0.89,15.23
Kandiyohi,-95.0047,45.1524,1161,2004-05,7.41,43.8,54.5,65.2,42.5,0.96,12.56
Kandiyohi,-95.0047,45.1524,1161,2004-06,4.63,53.6,63.4,73.3,52.4,0.89,15.71
Kandiyohi,-95.0047,45.1524,1161,2004-07,4.22,59.8,69.4,79,61.7,0.46,15.32
Kandiyohi,-95.0047,45.1524,1161,2004-08,2.6,53,63.3,73.7,56.3,0.55,12.23
Kandiyohi,-95.0047,45.1524,1161,2004-09,5.52,54.7,65.2,75.7,56.8,0.65,14.14
Kandiyohi,-95.0047,45.1524,1161,2004-10,3.95,39.5,49.2,58.9,41.2,0.46,8.2
Kandiyohi,-95.0047,45.1524,1161,2004-11,0.68,27.5,36.1,44.6,29.9,0.22,4.31
Kandiyohi,-95.0047,45.1524,1161,2004-12,0.22,12.4,20.8,29.2,17,0.08,1.62
Kandiyohi,-95.0047,45.1524,1161,2005-01,1.49,3.1,11.3,19.5,8,0.1,0.95
Kandiyohi,-95.0047,45.1524,1161,2005-02,0.72,13,22.7,32.4,20.1,0.03,2.06
Kandiyohi,-95.0047,45.1524,1161,2005-03,0.7,18.4,29.1,39.7,22.4,0.25,4.36
Kandiyohi,-95.0047,45.1524,1161,2005-04,3,38,49.5,61,38.8,0.62,10.34
Kandiyohi,-95.0047,45.1524,1161,2005-05,3.28,45.2,54.3,63.3,44.8,0.63,9.79
Kandiyohi,-95.0047,45.1524,1161,2005-06,4.89,61.3,70.9,80.6,61.4,1.15,17.34
Kandiyohi,-95.0047,45.1524,1161,2005-07,1.98,63.4,73.5,83.6,64.6,1.09,17.86
Kandiyohi,-95.0047,45.1524,1161,2005-08,4.5,58.4,69,79.7,61.1,0.84,15.81
Kandiyohi,-95.0047,45.1524,1161,2005-09,6.33,53,64.2,75.4,55.5,0.67,15.15
Kandiyohi,-95.0047,45.1524,1161,2005-10,2.81,38.8,49.9,61,41,0.67,9.82
Kandiyohi,-95.0047,45.1524,1161,2005-11,3.53,25.5,34.4,43.3,28.2,0.37,4.39
Kandiyohi,-95.0047,45.1524,1161,2005-12,1.18,9.4,16.4,23.4,13.9,0.1,1.01
Kandiyohi,-95.0047,45.1524,1161,2006-01,0.06,18.5,24.9,31.3,22.6,0.14,1.38
Kandiyohi,-95.0047,45.1524,1161,2006-02,0.45,3.9,13.9,23.9,9,0.2,1.67
Kandiyohi,-95.0047,45.1524,1161,2006-03,1.21,23.7,31.1,38.4,26,0.31,2.97
Kandiyohi,-95.0047,45.1524,1161,2006-04,3.93,39.7,50.6,61.4,38.8,1.06,11.71
Kandiyohi,-95.0047,45.1524,1161,2006-05,1.57,49.3,59.3,69.3,47.4,1.57,15.22
Kandiyohi,-95.0047,45.1524,1161,2006-06,1.99,57.7,68.5,79.2,54.8,1.79,21.35
Kandiyohi,-95.0047,45.1524,1161,2006-07,1.51,63.5,75,86.5,63.3,1.73,24.1
Kandiyohi,-95.0047,45.1524,1161,2006-08,2.58,59.9,70.2,80.6,61.4,0.89,17.72
Kandiyohi,-95.0047,45.1524,1161,2006-09,4.13,48,58,68,49.6,0.74,12.52
Kandiyohi,-95.0047,45.1524,1161,2006-10,1.16,33.7,44.6,55.4,33.9,0.74,9.52
Kandiyohi,-95.0047,45.1524,1161,2006-11,0.64,22.8,34.3,45.8,24.9,0.55,6.31
Kandiyohi,-95.0047,45.1524,1161,2006-12,1.19,18,26.2,34.4,20.2,0.25,2.72
Kandiyohi,-95.0047,45.1524,1161,2007-01,0.18,9.8,17.8,25.8,12.8,0.16,1.6
Kandiyohi,-95.0047,45.1524,1161,2007-02,1.65,0.7,9.7,18.7,4.4,0.17,1.41
Kandiyohi,-95.0047,45.1524,1161,2007-03,2.29,24.6,33.5,42.4,28.9,0.16,4.03
Kandiyohi,-95.0047,45.1524,1161,2007-04,4.46,32.6,43,53.4,31.4,0.78,9.96
Kandiyohi,-95.0047,45.1524,1161,2007-05,2.03,49.3,61.4,73.5,46.4,2.02,18.49
Kandiyohi,-95.0047,45.1524,1161,2007-06,2.6,58.8,69.9,81,55.9,2.31,22.27
Kandiyohi,-95.0047,45.1524,1161,2007-07,0.68,62,73.4,84.8,60.7,1.97,23.85
Kandiyohi,-95.0047,45.1524,1161,2007-08,4.96,58.9,68.6,78.4,60.7,0.9,15.78
Kandiyohi,-95.0047,45.1524,1161,2007-09,3.71,49.6,62.3,75,51.5,1.1,17.08
Kandiyohi,-95.0047,45.1524,1161,2007-10,4.89,41.6,51.4,61.3,43.9,0.44,8.69
Kandiyohi,-95.0047,45.1524,1161,2007-11,0.05,23.5,32.5,41.6,22.4,0.71,5.14
Kandiyohi,-95.0047,45.1524,1161,2007-12,0.99,3.6,12,20.4,10,0.09,0.85
Kandiyohi,-95.0047,45.1524,1161,2008-01,0.05,-0.7,8.7,18.2,5.8,0.11,0.99
Kandiyohi,-95.0047,45.1524,1161,2008-02,0.42,2,12,22,7.9,0.14,1.39
Kandiyohi,-95.0047,45.1524,1161,2008-03,1.6,15.5,24.8,34.2,20.2,0.17,2.77
Kandiyohi,-95.0047,45.1524,1161,2008-04,3.36,31.1,40.9,50.8,32.7,0.36,6.88
Kandiyohi,-95.0047,45.1524,1161,2008-05,3.1,43.1,54.2,65.3,40.2,1.25,13.77
Kandiyohi,-95.0047,45.1524,1161,2008-06,2.82,55.4,65.5,75.6,52.2,1.7,18.24
Kandiyohi,-95.0047,45.1524,1161,2008-07,2.57,60.9,71.9,83,60,1.52,21.9
Kandiyohi,-95.0047,45.1524,1161,2008-08,3.03,57.8,69.3,80.8,59.3,0.93,19.44
Kandiyohi,-95.0047,45.1524,1161,2008-09,3.05,49,60.4,71.8,52.7,0.5,13.26
Kandiyohi,-95.0047,45.1524,1161,2008-10,3.7,36.2,47.2,58.1,38.9,0.26,8.91
Kandiyohi,-95.0047,45.1524,1161,2008-11,1.74,24,32.2,40.3,27.3,0.2,3.88
Kandiyohi,-95.0047,45.1524,1161,2008-12,1.61,0,10.1,20.2,6.3,0.16,1.09
Kandiyohi,-95.0047,45.1524,1161,2009-01,0.62,-8.5,2.7,13.9,-0.2,0.14,0.86
Kandiyohi,-95.0047,45.1524,1161,2009-02,0.99,6.3,16.3,26.3,12.8,0.13,1.76
Kandiyohi,-95.0047,45.1524,1161,2009-03,3.64,18.3,27.6,36.9,22.9,0.15,3.05
Kandiyohi,-95.0047,45.1524,1161,2009-04,1.22,33.4,43.9,54.4,31.3,0.8,9.96
Kandiyohi,-95.0047,45.1524,1161,2009-05,1.07,44,56.9,69.8,40.3,1.54,18.06
Kandiyohi,-95.0047,45.1524,1161,2009-06,2.25,55.2,65.4,75.5,52.7,1.4,18.36
Kandiyohi,-95.0047,45.1524,1161,2009-07,2.85,56.8,67.2,77.6,56.5,1.13,17.43
Kandiyohi,-95.0047,45.1524,1161,2009-08,7.79,56.7,66.7,76.7,59.2,0.65,14.29
Kandiyohi,-95.0047,45.1524,1161,2009-09,0.35,53.2,64.2,75.2,55.6,0.74,15.02
Kandiyohi,-95.0047,45.1524,1161,2009-10,6.93,34.1,40.9,47.8,36.8,0.15,3.86
Kandiyohi,-95.0047,45.1524,1161,2009-11,0.31,30.3,39.7,49.1,32.5,0.43,5.61
Kandiyohi,-95.0047,45.1524,1161,2009-12,2.25,6.7,13.7,20.8,10.1,0.19,1.14
Kandiyohi,-95.0047,45.1524,1161,2010-01,0.94,1.4,9,16.5,5,0.15,0.86
Kandiyohi,-95.0047,45.1524,1161,2010-02,1.42,1.9,11.6,21.3,7.3,0.19,1.32
Kandiyohi,-95.0047,45.1524,1161,2010-03,1.36,25.8,35,44.1,27.6,0.44,4.7
Kandiyohi,-95.0047,45.1524,1161,2010-04,2.91,39.3,51.9,64.5,34.2,1.51,14.28
Kandiyohi,-95.0047,45.1524,1161,2010-05,2.55,46.4,57.2,68,43.1,1.59,16.58
Kandiyohi,-95.0047,45.1524,1161,2010-06,6.45,56.7,66.5,76.2,56.2,1.05,15.81
Kandiyohi,-95.0047,45.1524,1161,2010-07,3.49,61.6,71.8,82,63,1.2,17.8
Kandiyohi,-95.0047,45.1524,1161,2010-08,9.01,61.7,72.1,82.6,64.4,0.68,17.11
Kandiyohi,-95.0047,45.1524,1161,2010-09,5.56,46.7,56.9,67.2,50,0.31,10.33
Kandiyohi,-95.0047,45.1524,1161,2010-10,2.52,37.7,50,62.2,39.4,0.44,12.06
Kandiyohi,-95.0047,45.1524,1161,2010-11,1.07,22.5,31.2,40,26.1,0.22,3.9
Kandiyohi,-95.0047,45.1524,1161,2010-12,2.4,4,11.3,18.6,9.7,0.05,0.59
Rock,-96.2532,43.6746,1545,2000-01,0.53,6.5,17.9,29.2,11.9,0.25,2.41
Rock,-96.2532,43.6746,1545,2000-02,0.9,18.9,29.2,39.4,22.9,0.33,4.02
Rock,-96.2532,43.6746,1545,2000-03,0.83,27.3,40.2,53.2,28,0.73,9.46
Rock,-96.2532,43.6746,1545,2000-04,3.51,34.6,46.9,59.1,31.6,1.23,12.16
Rock,-96.2532,43.6746,1545,2000-05,5.59,48.7,60.6,72.4,45.8,1.63,17.48
Rock,-96.2532,43.6746,1545,2000-06,2.81,54.6,66,77.5,52.2,1.93,19.97
Rock,-96.2532,43.6746,1545,2000-07,2.86,61.5,71.9,82.3,61.9,1.61,18.92
Rock,-96.2532,43.6746,1545,2000-08,2.94,60.5,71.5,82.5,62.3,1.43,18.31
Rock,-96.2532,43.6746,1545,2000-09,0.65,46.9,60.9,75,45.5,1.59,20.13
Rock,-96.2532,43.6746,1545,2000-10,2.68,39.8,50.9,62,40.2,0.8,11.04
Rock,-96.2532,43.6746,1545,2000-11,3.55,18.3,26.3,34.4,23.6,0.01,2.27
Rock,-96.2532,43.6746,1545,2000-12,1.24,-2.7,6.4,15.5,3.3,0.12,0.81
Rock,-96.2532,43.6746,1545,2001-01,0.99,8.9,17.8,26.7,15.9,0.1,1.17
Rock,-96.2532,43.6746,1545,2001-02,0.88,-0.6,10.3,21.1,7.2,0.09,1.13
Rock,-96.2532,43.6746,1545,2001-03,1,16.9,25.6,34.3,21.7,0.18,2.13
Rock,-96.2532,43.6746,1545,2001-04,6.95,35.4,46.8,58.2,37.4,0.55,9.79
Rock,-96.2532,43.6746,1545,2001-05,2.77,48.5,59,69.6,46.6,1.24,15.35
Rock,-96.2532,43.6746,1545,2001-06,3.36,57.5,68.3,79,55.2,2,20.09
